rank(season),yr,rank(mnth),rank(hr),holiday,rank(weekday),workingday,weathersit,rank(temp),rank(atemp),rank(hum),rank(windspeed),rank(casual),rank(registered),cnt
-1.1648302982279422,0,-1.7379156670244793,-0.165758691914234,0,-0.7882044385228248,1,1,-1.789840932670067,-1.94442534676701,-0.9130037339813942,0.5759529446065609,-0.2046439958206752,-0.687356679515751,44
-1.1648302982279422,0,-1.7379156670244793,-0.06018154024151501,0,-0.7882044385228248,1,1,-1.6315813573445725,-1.8372580030049237,-1.0975575875327526,1.1702480903372205,-0.25142628169367887,-0.6024616125564732,51
-1.1648302982279422,0,-1.7379156670244793,0.04479938028743042,0,-0.7882044385228248,1,1,-1.4489134360007978,-1.5624219544241886,-1.4139593371968227,0.9882432192920433,-0.11905668046825385,-0.5379698727918162,61
-1.1648302982279422,0,-1.7379156670244793,0.15042362343310306,0,-0.7882044385228248,1,1,-1.2769422171962619,-1.5624219544241886,-1.4139593371968227,0.7894841258927878,-0.35645083743980455,-0.48868498822005974,61
-1.1648302982279422,0,-1.7379156670244793,0.25783267055726955,0,-0.7882044385228248,1,1,-1.1173980803120835,-1.2596947389601398,-1.7359599353484796,0.7894841258927878,-0.2046439958206752,-0.379214676405065,77
-1.1648302982279422,0,-1.7379156670244793,0.36831054039163463,0,-0.7882044385228248,1,1,-1.1173980803120835,-1.2596947389601398,-1.7359599353484796,0.5759529446065609,-0.0834635750787153,-0.44493479068205977,72
-1.1648302982279422,0,-1.7379156670244793,0.4835717917755294,0,-0.7882044385228248,1,1,-1.1173980803120835,-1.2596947389601398,-1.7359599353484796,0.5759529446065609,-0.30125509771691966,-0.37170849050430993,76
-1.1648302982279422,0,-1.7379156670244793,0.6057506248967055,0,-0.7882044385228248,1,1,-1.2769422171962619,-1.3919633948377257,-1.7359599353484796,0.3501564321283197,-0.2046439958206752,0.2092119872036061,157
-1.1648302982279422,0,-1.7379156670244793,0.7375531958036293,0,-0.7882044385228248,1,1,-1.2769422171962619,-1.1529738653526351,-1.6056576233554822,-0.6620926474489095,-0.30125509771691966,0.2227947369158668,157
-1.1648302982279422,0,-1.7379156670244793,0.8834249185532477,0,-0.7882044385228248,1,1,-1.6315813573445725,-1.1529738653526351,-0.6999237695205194,-1.5323392186736235,-0.35645083743980455,-0.1054855148661248,110
-1.1648302982279422,0,-1.7379156670244793,1.051067785263179,0,-0.7882044385228248,1,1,-1.6315813573445725,-1.3919633948377257,-0.6999237695205194,-0.6620926474489095,-0.7748933704396191,-0.5265862748619065,52
-1.1648302982279422,0,-1.7379156670244793,1.255084230042947,0,-0.7882044385228248,1,1,-1.789840932670067,-1.7092516858163813,0.03231385297671473,-0.3840236350857566,-0.7748933704396191,-0.5265862748619065,52
-1.1648302982279422,0,-1.7379156670244793,1.5314066938792956,0,-0.7882044385228248,1,1,-2.1680966712955136,-2.053843992901984,0.23597377768381053,-0.3840236350857566,-1.6902932669434927,-0.888015373634341,20
-1.1648302982279422,0,-1.7379156670244793,2.034614900252095,0,-0.7882044385228248,1,1,-1.789840932670067,-1.5624219544241886,-0.326406973130398,-0.6620926474489095,-1.1645460975703865,-1.090211471793459,12
-1.1648302982279422,0,-1.7379156670244793,-2.035759058029859,0,-0.36599619438704967,1,1,-1.9487414139470327,-1.8372580030049237,-0.326406973130398,-0.6620926474489095,-1.6902932669434927,-1.4766615466808566,5
-1.1648302982279422,0,-1.7379156670244793,-1.533273077901304,0,-0.36599619438704967,1,1,-1.9487414139470327,-1.8372580030049237,-0.16115424127383476,-0.6620926474489095,-1.6902932669434927,-2.053843992901984,2
-1.1648302982279422,0,-1.7379156670244793,-1.2590572147024741,0,-0.36599619438704967,1,1,-2.1680966712955136,-2.053843992901984,0.0047597126067793274,-0.3840236350857566,-1.6902932669434927,-2.4489423758739015,1
-1.1648302982279422,0,-1.7379156670244793,-0.8974686415064641,0,-0.36599619438704967,1,1,-2.1680966712955136,-1.8372580030049237,0.0047597126067793274,-0.9683431775735508,-1.6902932669434927,-2.053843992901984,2
-1.1648302982279422,0,-1.7379156670244793,-0.754029574836836,0,-0.36599619438704967,1,1,-2.368971661907864,-2.053843992901984,0.1967705029472566,-0.6620926474489095,-1.6902932669434927,-1.6183499441963338,4
-1.1648302982279422,0,-1.7379156670244793,-0.6222079074475125,0,-0.36599619438704967,1,1,-2.368971661907864,-2.053843992901984,0.4634840641890659,-0.6620926474489095,-1.6902932669434927,-0.6538544336986187,36
-1.1648302982279422,0,-1.7379156670244793,-0.4996035209767629,0,-0.36599619438704967,1,1,-2.368971661907864,-2.053843992901984,0.4634840641890659,-0.3840236350857566,-0.9299841165944797,-0.1844327568211672,94
-1.1648302982279422,0,-1.7379156670244793,-0.3839460010278613,0,-0.36599619438704967,1,1,-2.1680966712955136,-2.053843992901984,0.23597377768381053,-0.12755873690734662,-0.9299841165944797,0.4201482977389924,179
-1.1648302982279422,0,-1.7379156670244793,-0.2732218784792491,0,-0.36599619438704967,1,1,-1.9487414139470327,-2.053843992901984,0.03231385297671473,0.3501564321283197,-0.9299841165944797,-0.13650676093248185,100
-1.1648302982279422,0,-1.7379156670244793,-0.165758691914234,0,-0.36599619438704967,1,2,-1.9487414139470327,-2.1961687599768767,0.23597377768381053,1.1702480903372205,-0.5645829824238631,-0.6436186174335057,42
-1.1648302982279422,0,-1.7379156670244793,-0.06018154024151501,0,-0.36599619438704967,1,1,-1.4489134360007978,-1.5624219544241886,-0.5113214941873511,0.9882432192920433,-0.41723554544803493,-0.5160942332434162,57
-1.1648302982279422,0,-1.7379156670244793,0.04479938028743042,0,-0.36599619438704967,1,1,-1.4489134360007978,-1.3919633948377257,-0.5113214941873511,-0.12755873690734662,-0.15962018814820236,-0.379214676405065,78
-1.1648302982279422,0,-1.7379156670244793,0.15042362343310306,0,-0.36599619438704967,1,1,-1.2769422171962619,-1.3919633948377257,-0.27644224641344406,0.11477261905620406,0.04422187580485735,-0.2829666909450826,97
-1.1648302982279422,0,-1.7379156670244793,0.25783267055726955,0,-0.36599619438704967,1,1,-1.1173980803120835,-1.1529738653526351,-0.46468880823040315,0.3501564321283197,-0.30125509771691966,-0.4786329385680061,63
-1.1648302982279422,0,-1.7379156670244793,0.36831054039163463,0,-0.36599619438704967,1,1,-1.0083027020371054,-1.0450726089124767,-0.46468880823040315,0.5759529446065609,0.01312559541172533,-0.5379698727918162,65
-1.1648302982279422,0,-1.7379156670244793,0.4835717917755294,0,-0.36599619438704967,1,1,-0.9011425816529189,-0.9465595123805628,-0.6058372662483519,0.5759529446065609,-0.05035865337434219,-0.3639149581110173,83
-1.1648302982279422,0,-1.7379156670244793,0.6057506248967055,0,-0.36599619438704967,1,1,-1.0083027020371054,-1.0450726089124767,-0.6557309706570653,0.3501564321283197,-0.25142628169367887,0.5718716350509774,212
-1.1648302982279422,0,-1.7379156670244793,0.7375531958036293,0,-0.36599619438704967,1,1,-1.1173980803120835,-1.1529738653526351,-0.6557309706570653,0.11477261905620406,-0.7748933704396191,0.4341322383232341,182
-1.1648302982279422,0,-1.7379156670244793,0.8834249185532477,0,-0.36599619438704967,1,1,-1.2769422171962619,-1.1529738653526351,-0.6557309706570653,-0.6620926474489095,-0.9299841165944797,-0.04313909449885318,112
-1.1648302982279422,0,-1.7379156670244793,1.051067785263179,0,-0.36599619438704967,1,1,-1.2769422171962619,-1.1529738653526351,-0.6557309706570653,-0.6620926474489095,-1.1645460975703865,-0.48868498822005974,54
-1.1648302982279422,0,-1.7379156670244793,1.255084230042947,0,-0.36599619438704967,1,1,-1.4489134360007978,-1.0450726089124767,0.03231385297671473,-1.5323392186736235,-1.6902932669434927,-0.5379698727918162,48
-1.1648302982279422,0,-1.7379156670244793,1.5314066938792956,0,-0.36599619438704967,1,1,-1.4489134360007978,-1.1529738653526351,0.03231385297671473,-0.9683431775735508,-1.1645460975703865,-0.6754406877073282,35
-1.1648302982279422,0,-1.7379156670244793,2.034614900252095,0,-0.36599619438704967,1,1,-1.6315813573445725,-1.3919633948377257,0.23597377768381053,-0.9683431775735508,-0.9299841165944797,-1.169962086796956,11
-1.1648302982279422,0,-1.7379156670244793,-2.035759058029859,0,-0.0025961999901778924,1,1,-1.6315813573445725,-1.1529738653526351,0.03231385297671473,-1.5323392186736235,-1.6902932669434927,-1.3671241417469358,6
-1.1648302982279422,0,-1.7379156670244793,-1.533273077901304,0,-0.0025961999901778924,1,1,-1.9487414139470327,-1.7092516858163813,0.4634840641890659,-0.9683431775735508,-1.6902932669434927,-1.3671241417469358,6
-1.1648302982279422,0,-1.7379156670244793,-1.2590572147024741,0,-0.0025961999901778924,1,1,-1.9487414139470327,-1.7092516858163813,0.4634840641890659,-0.9683431775735508,-1.6902932669434927,-2.053843992901984,2
-1.1648302982279422,0,-1.7379156670244793,-0.8974686415064641,0,-0.0025961999901778924,1,1,-1.2769422171962619,-1.3919633948377257,-0.6557309706570653,0.3501564321283197,-1.6902932669434927,-2.053843992901984,2
-1.1648302982279422,0,-1.7379156670244793,-0.754029574836836,0,-0.0025961999901778924,1,1,-1.4489134360007978,-1.3919633948377257,-0.6999237695205194,-0.12755873690734662,-1.6902932669434927,-1.8054439675799583,3
-1.1648302982279422,0,-1.7379156670244793,-0.6222079074475125,0,-0.0025961999901778924,1,1,-1.6315813573445725,-1.7092516858163813,-0.6999237695205194,0.3501564321283197,-1.6902932669434927,-0.687356679515751,33
-1.1648302982279422,0,-1.7379156670244793,-0.4996035209767629,0,-0.0025961999901778924,1,1,-1.789840932670067,-1.8372580030049237,-0.9130037339813942,0.11477261905620406,-1.1645460975703865,-0.21998631669353438,88
-1.1648302982279422,0,-1.7379156670244793,-0.3839460010278613,0,-0.0025961999901778924,1,1,-1.6315813573445725,-1.8372580030049237,-1.0975575875327526,0.9882432192920433,-0.7748933704396191,0.5158470798424029,195
-1.1648302982279422,0,-1.7379156670244793,-0.2732218784792491,0,-0.0025961999901778924,1,1,-1.4489134360007978,-1.7092516858163813,-1.2782470753086899,1.1702480903372205,-0.4853559093518075,-0.05006982312290043,115
-1.1648302982279422,0,-1.7379156670244793,-0.165758691914234,0,-0.0025961999901778924,1,1,-1.4489134360007978,-1.7092516858163813,-1.2782470753086899,1.1702480903372205,-0.6576098195477923,-0.48868498822005974,57
-1.1648302982279422,0,-1.7379156670244793,-0.06018154024151501,0,-0.0025961999901778924,1,1,-1.1173980803120835,-1.3919633948377257,-1.540792553513143,1.1702480903372205,-0.15962018814820236,-0.6754406877073282,46
-1.1648302982279422,0,-1.7379156670244793,0.04479938028743042,0,-0.0025961999901778924,1,1,-1.1173980803120835,-1.3919633948377257,-1.540792553513143,1.1702480903372205,-0.5645829824238631,-0.31812726877033437,79
-1.1648302982279422,0,-1.7379156670244793,0.15042362343310306,0,-0.0025961999901778924,1,1,-1.0083027020371054,-1.1529738653526351,-1.7359599353484796,0.9882432192920433,-0.4853559093518075,-0.3866645742117024,71
-1.1648302982279422,0,-1.7379156670244793,0.25783267055726955,0,-0.0025961999901778924,1,1,-0.9011425816529189,-0.9465595123805628,-1.893520088801178,0.11477261905620406,-0.25142628169367887,-0.49854166861718635,62
-1.1648302982279422,0,-1.7379156670244793,0.36831054039163463,0,-0.0025961999901778924,1,1,-0.9011425816529189,-0.9465595123805628,-1.893520088801178,0.11477261905620406,-0.41723554544803493,-0.4695145578478405,62
-1.1648302982279422,0,-1.7379156670244793,0.4835717917755294,0,-0.0025961999901778924,1,1,-0.9011425816529189,-0.7461947129190016,-1.893520088801178,-0.9683431775735508,-0.6576098195477923,-0.2357513255581046,89
-1.1648302982279422,0,-1.7379156670244793,0.6057506248967055,0,-0.0025961999901778924,1,1,-1.2769422171962619,-1.3919633948377257,-1.2139835301647812,0.11477261905620406,-0.6576098195477923,0.4765314040156254,190
-1.1648302982279422,0,-1.7379156670244793,0.7375531958036293,0,-0.0025961999901778924,1,1,-1.2769422171962619,-1.2596947389601398,-1.2139835301647812,-0.3840236350857566,-0.7748933704396191,0.3474740288745064,169
-1.1648302982279422,0,-1.7379156670244793,0.8834249185532477,0,-0.0025961999901778924,1,1,-1.2769422171962619,-1.1529738653526351,-1.2139835301647812,-0.6620926474489095,-0.5645829824238631,0.08071389512424898,132
-1.1648302982279422,0,-1.7379156670244793,1.051067785263179,0,-0.0025961999901778924,1,1,-1.4489134360007978,-1.3919633948377257,-0.6999237695205194,-0.12755873690734662,-0.41723554544803493,-0.2583545832771566,89
-1.1648302982279422,0,-1.7379156670244793,1.255084230042947,0,-0.0025961999901778924,1,1,-1.6315813573445725,-1.7092516858163813,-0.5113214941873511,0.11477261905620406,-0.7748933704396191,-0.6120874664580825,43
-1.1648302982279422,0,-1.7379156670244793,1.5314066938792956,0,-0.0025961999901778924,1,1,-1.789840932670067,-1.7092516858163813,-0.326406973130398,-0.3840236350857566,-1.1645460975703865,-0.6024616125564732,42
-1.1648302982279422,0,-1.7379156670244793,2.034614900252095,0,-0.0025961999901778924,1,1,-1.6315813573445725,-1.1529738653526351,-0.6999237695205194,-1.5323392186736235,-1.1645460975703865,-0.9302064037030513,19
-1.1648302982279422,0,-1.7379156670244793,-2.035759058029859,0,0.3618352969575898,1,1,-1.789840932670067,-1.2596947389601398,-0.326406973130398,-1.5323392186736235,-1.6902932669434927,-1.090211471793459,11
-1.1648302982279422,0,-1.7379156670244793,-1.533273077901304,0,0.3618352969575898,1,1,-1.9487414139470327,-1.3919633948377257,0.03231385297671473,-1.5323392186736235,-1.6902932669434927,-1.6183499441963338,4
-1.1648302982279422,0,-1.7379156670244793,-1.2590572147024741,0,0.3618352969575898,1,1,-1.9487414139470327,-1.3919633948377257,0.03231385297671473,-1.5323392186736235,-1.6902932669434927,-2.053843992901984,2
-1.1648302982279422,0,-1.7379156670244793,-0.8974686415064641,0,0.3618352969575898,1,2,-1.9487414139470327,-1.7092516858163813,0.03231385297671473,-0.9683431775735508,-1.6902932669434927,-2.4489423758739015,1
-1.1648302982279422,0,-1.7379156670244793,-0.754029574836836,0,0.3618352969575898,1,2,-2.1680966712955136,-1.8372580030049237,0.23597377768381053,-0.9683431775735508,-1.6902932669434927,-1.6183499441963338,4
-1.1648302982279422,0,-1.7379156670244793,-0.6222079074475125,0,0.3618352969575898,1,2,-2.1680966712955136,-1.94442534676701,0.0047597126067793274,-0.6620926474489095,-1.6902932669434927,-0.6538544336986187,36
-1.1648302982279422,0,-1.7379156670244793,-0.4996035209767629,0,0.3618352969575898,1,2,-1.9487414139470327,-1.3919633948377257,-0.16115424127383476,-1.5323392186736235,-1.6902932669434927,-0.16049674370579614,95
-1.1648302982279422,0,-1.7379156670244793,-0.3839460010278613,0,0.3618352969575898,1,1,-1.9487414139470327,-1.3919633948377257,-0.16115424127383476,-1.5323392186736235,-0.7748933704396191,0.6508211013561863,219
-1.1648302982279422,0,-1.7379156670244793,-0.2732218784792491,0,0.3618352969575898,1,2,-1.789840932670067,-1.2596947389601398,-0.5113214941873511,-1.5323392186736235,-0.4853559093518075,0.004254891375870221,122
-1.1648302982279422,0,-1.7379156670244793,-0.165758691914234,0,0.3618352969575898,1,1,-1.6315813573445725,-1.1529738653526351,-0.6999237695205194,-1.5323392186736235,-0.7748933704396191,-0.5935791922875582,45
-1.1648302982279422,0,-1.7379156670244793,-0.06018154024151501,0,0.3618352969575898,1,1,-1.4489134360007978,-1.1529738653526351,-0.8581375722384551,-0.9683431775735508,-0.9299841165944797,-0.4529110294184154,59
-1.1648302982279422,0,-1.7379156670244793,0.04479938028743042,0,0.3618352969575898,1,1,-1.1173980803120835,-0.9465595123805628,-1.4139593371968227,-1.5323392186736235,-0.4853559093518075,-0.2907066600040839,84
-1.1648302982279422,0,-1.7379156670244793,0.15042362343310306,0,0.3618352969575898,1,1,-1.1173980803120835,-1.0450726089124767,-1.4139593371968227,-0.6620926474489095,-0.15962018814820236,-0.4695145578478405,67
-1.1648302982279422,0,-1.7379156670244793,0.25783267055726955,0,0.3618352969575898,1,1,-1.0083027020371054,-1.0450726089124767,-1.348451869801808,-0.12755873690734662,-0.2046439958206752,-0.4368280815113356,70
